id,sigla,iata,nombre,municipio,departamento,id_categoriaaeropuerto,latitud,longitud,propietario,explotador,longitud_pista,ancho_pista,pbmo,elevacion,resolucion,fecha_construccion,fecha_vigencia,clase,tipo,numero_vuelos_origen,gcd_departamento,gcd_municipio,year,fecha_inicio,fecha_fin,vigente
102,7HJ,7HJ,MACOLLA,Maní,Casanare,A,4.7713,-72.0714,GRAMERCY S.A.S.,AGROPECUARIA CACOLLA S.A.S.,386,0,5000,548," 2134,000",2013-05-16,,1A,Aerocivil,2,85,85139,2015,2015-01-01,2015-12-31,N
103,7HJ,7HJ,MACOLLA,Maní,Casanare,A,4.7713,-72.0714,GRAMERCY S.A.S.,AGROPECUARIA CACOLLA S.A.S.,211,0,5000,548," 2134,000",2013-05-16,,1A,Fumigación,1,85,85139,2016,2016-01-01,2100-12-31,S
104,7HK,7HK,MULETOS- CA,Maní,Casanare,A,4.5549,-72.1753,MULETOS S.A.S.,MULETOS S.A.S.,589,3,500,790," 2142,000",2013-05-16,,UL,Aerocivil,0,85,85139,2014,2009-01-01,2014-12-31,N
105,7HK,7HK,MULETOS- CA,Maní,Casanare,A,4.5549,-72.1753,MULETOS S.A.S.,MULETOS S.A.S.,822,2,500,790," 2142,000",2013-05-16,,UL,Privado,0,85,85139,2015,2015-01-01,2015-12-31,N
106,7HK,7HK,MULETOS- CA,Maní,Casanare,A,4.5549,-72.1753,MULETOS S.A.S.,MULETOS S.A.S.,1038,0,500,790," 2142,000",2013-05-16,,UL,Aerocivil,0,85,85139,2016,2016-01-01,2100-12-31,S
107,7HL,7HL,LA MAPORA,Pore,Casanare,A,5.6459,-71.9887,PAULA ANDREA CANO A.,PAULA ANDREA CANO,214,13,500,497," 2199,000",2013-05-17,,1A,Privado,0,85,85263,2014,2009-01-01,2014-12-31,N
108,7HL,7HL,LA MAPORA,Pore,Casanare,A,5.6459,-71.9887,PAULA ANDREA CANO A.,PAULA ANDREA CANO,209,18,500,497," 2199,000",2013-05-17,,1A,Público,0,85,85263,2015,2015-01-01,2015-12-31,N
109,7HL,7HL,LA MAPORA,Pore,Casanare,A,5.6459,-71.9887,PAULA ANDREA CANO A.,PAULA ANDREA CANO,71,19,500,497," 2199,000",2013-05-17,,1A,Aerocivil,0,85,85263,2016,2016-01-01,2100-12-31,S
110,7HM,7HM,LLANO CAUCHO,Cumaribo,Vichada,A,4.4355,-70.6954,AGROINDUSTRIALES DEL ORIENTE,AGROINVERSIONES DEL ORIENTE S.A.S,299,12,12000,434," 5189,000",2013-09-24,,1A,Público,15,99,99773,2014,2009-01-01,2014-12-31,N
111,7HM,7HM,LLANO CAUCHO,Cumaribo,Vichada,A,4.4355,-70.6954,AGROINDUSTRIALES DEL ORIENTE,AGROINVERSIONES DEL ORIENTE S.A.S,176,11,12000,434," 5189,000",2013-09-24,,1A,Aerocivil,25,99,99773,2015,2015-01-01,2015-12-31,N
112,7HM,7HM,LLANO CAUCHO,Cumaribo,Vichada,A,4.4355,-70.6954,AGROINDUSTRIALES DEL ORIENTE,AGROINVERSIONES DEL ORIENTE S.A.S,96,1,12000,434," 5189,000",2013-09-24,,1A,Privado,50,99,99773,2016,2016-01-01,2100-12-31,S
113,7HN,7HN,ARMENIA,Paz de Ariporo,Casanare,A,5.787,-70.1835,LUIS JOSE CALA LOPEZ,LUIS JOSE CALA LOPEZ,736,0,3000,380," 4734,000",2013-09-06,,1A,Aerocivil,0,85,85250,2014,2009-01-01,2014-12-31,N
114,7HN,7HN,ARMENIA,Paz de Ariporo,Casanare,A,5.787,-70.1835,LUIS JOSE CALA LOPEZ,LUIS JOSE CALA LOPEZ,361,0,3000,380," 4734,000",2013-09-06,,1A,Privado,0,85,85250,2015,2015-01-01,2015-12-31,N
115,7HN,7HN,ARMENIA,Paz de Ariporo,Casanare,A,5.787,-70.1835,LUIS JOSE CALA LOPEZ,LUIS JOSE CALA LOPEZ,125,0,3000,380," 4734,000",2013-09-06,,1A,Privado,0,85,85250,2016,2016-01-01,2100-12-31,S
116,7HO,7HO,EDGAR CALDAS POTES-CA,Calima,Valle del Cauca,A,3.9159,-76.4813,ALEJANDRO A. CALDAS V.,ALEJANDRO A. CALDAS V.,511,10,400,1462," 1311,000",2014-03-13,,1A,Aerocivil,0,76,76126,2014,2009-01-01,2014-12-31,N
117,7HO,7HO,EDGAR CALDAS POTES-CA,Calima,Valle del Cauca,A,3.9159,-76.4813,ALEJANDRO A. CALDAS V.,ALEJANDRO A. CALDAS V.,861,14,400,1462," 1311,000",2014-03-13,,1A,Fumigación,0,76,76126,2015,2015-01-01,2015-12-31,N
118,7HO,7HO,EDGAR CALDAS POTES-CA,Calima,Valle del Cauca,A,3.9159,-76.4813,ALEJANDRO A. CALDAS V.,ALEJANDRO A. CALDAS V.,1645,20,400,1462," 1311,000",2014-03-13,,1A,Privado,0,76,76126,2016,2016-01-01,2100-12-31,S
119,7HQ,7HQ,GENERAL ADELMO RUIZ M.,Ricaurte,Cundinamarca,A,4.35,-74.7511,EDUARDO A. VIVEROS,ACAF,200,30,500,987,"   46,000",2014-01-08,,1A,Privado,0,25,25612,2014,2009-01-01,2014-12-31,N
120,7HQ,7HQ,GENERAL ADELMO RUIZ M.,Ricaurte,Cundinamarca,A,4.35,-74.7511,EDUARDO A. VIVEROS,ACAF,124,53,500,987,"   46,000",2014-01-08,,1A,Fumigación,0,25,25612,2015,2015-01-01,2015-12-31,N
121,7HQ,7HQ,GENERAL ADELMO RUIZ M.,Ricaurte,Cundinamarca,A,4.35,-74.7511,EDUARDO A. VIVEROS,ACAF,69,71,500,987,"   46,000",2014-01-08,,1A,Aerocivil,0,25,25612,2016,2016-01-01,2100-12-31,S
122,7HR,7HR,RANCHO COLIBRI - CA,Roldanillo,Valle del Cauca,A,4.4586,-76.1258,HENRY D. F. ORTIZ SILVA,HENRY D. F. ORTIZ SILVA,46,0,500,3083," 7091,000",2013-12-19,2017-01-09,1A,Público,0,76,76622,2014,2009-01-01,2014-12-31,N
123,7HR,7HR,RANCHO COLIBRI - CA,Roldanillo,Valle del Cauca,A,4.4586,-76.1258,HENRY D. F. ORTIZ SILVA,HENRY D. F. ORTIZ SILVA,27,0,500,3083," 7091,000",2013-12-19,2017-01-09,1A,Aerocivil,0,76,76622,2015,2015-01-01,2015-12-31,N
124,7HR,7HR,RANCHO COLIBRI - CA,Roldanillo,Valle del Cauca,A,4.4586,-76.1258,HENRY D. F. ORTIZ SILVA,HENRY D. F. ORTIZ SILVA,7,0,500,3083," 7091,000",2013-12-19,2017-01-09,1A,Fumigación,0,76,76622,2016,2016-01-01,2100-12-31,S
125,7HS,7HS,CASTILLO - CA,Manatí,Atlántico,A,10.4089,-74.9963,DIANA MARIA SOLANO D.,DIANA MARIA SOLANO D.,46,20,500,20,"  706,000",2014-02-12,,1A,Público,0,8,8436,2014,2009-01-01,2014-12-31,N
126,7HS,7HS,CASTILLO - CA,Manatí,Atlántico,A,10.4089,-74.9963,DIANA MARIA SOLANO D.,DIANA MARIA SOLANO D.,15,28,500,20,"  706,000",2014-02-12,,1A,Privado,0,8,8436,2015,2015-01-01,2015-12-31,N
127,7HS,7HS,CASTILLO - CA,Manatí,Atlántico,A,10.4089,-74.9963,DIANA MARIA SOLANO D.,DIANA MARIA SOLANO D.,5,41,500,20,"  706,000",2014-02-12,,1A,Fumigación,0,8,8436,2016,2016-01-01,2100-12-31,S
128,7HT,7HT,MANARE,Paz de Ariporo,Casanare,A,5.9761,-70.1575,HERNAN GOMEZ NIÑO,HERNAN GOMEZ NIÑO,906,36,4000,334," 1577,000",2014-03-26,,1A,Público,19,85,85250,2014,2009-01-01,2014-12-31,N
129,7HT,7HT,MANARE,Paz de Ariporo,Casanare,A,5.9761,-70.1575,HERNAN GOMEZ NIÑO,HERNAN GOMEZ NIÑO,302,65,4000,334," 1577,000",2014-03-26,,1A,Privado,19,85,85250,2015,2015-01-01,2015-12-31,N
130,7HT,7HT,MANARE,Paz de Ariporo,Casanare,A,5.9761,-70.1575,HERNAN GOMEZ NIÑO,HERNAN GOMEZ NIÑO,61,69,4000,334," 1577,000",2014-03-26,,1A,Público,19,85,85250,2016,2016-01-01,2100-12-31,S
131,7HU,7HU,GUANAGUANARE,La Primavera,Vichada,A,5.4739,-69.9014,INVERSIONES GUANAGUANARE,INV. GUANAGUANARE,625,10,5000,400," 2132,000",2014-04-25,,1A,Público,0,99,99524,2014,2009-01-01,2014-12-31,N
132,7HU,7HU,GUANAGUANARE,La Primavera,Vichada,A,5.4739,-69.9014,INVERSIONES GUANAGUANARE,INV. GUANAGUANARE,504,10,5000,400," 2132,000",2014-04-25,,1A,Aerocivil,0,99,99524,2015,2015-01-01,2015-12-31,N
133,7HU,7HU,GUANAGUANARE,La Primavera,Vichada,A,5.4739,-69.9014,INVERSIONES GUANAGUANARE,INV. GUANAGUANARE,325,17,5000,400," 2132,000",2014-04-25,,1A,Público,0,99,99524,2016,2016-01-01,2100-12-31,S
134,7HV,7HV,LA BENDICION,La Primavera,Vichada,A,6.0627,-69.1783,SERGIO ANDRES ESPINOSA F.,SERGIO A. ESPINOSA FLOREZ,2071,26,5000,360," 2498,000",2014-05-12,,1A,Privado,47,99,99524,2014,2009-01-01,2014-12-31,N
135,7HV,7HV,LA BENDICION,La Primavera,Vichada,A,6.0627,-69.1783,SERGIO ANDRES ESPINOSA F.,SERGIO A. ESPINOSA FLOREZ,3312,41,5000,360," 2498,000",2014-05-12,,1A,Fumigación,47,99,99524,2015,2015-01-01,2015-12-31,N
136,7HV,7HV,LA BENDICION,La Primavera,Vichada,A,6.0627,-69.1783,SERGIO ANDRES ESPINOSA F.,SERGIO A. ESPINOSA FLOREZ,5059,46,5000,360," 2498,000",2014-05-12,,1A,Privado,47,99,99524,2016,2016-01-01,2100-12-31,S
137,7HW,7HW,CABARALEZ,Puerto Wilches,Santander,A,7.3283,-73.7965,RICARDO FIGUEREDO M.,RICARDO FOGUEREDO M.,711,1,3500,324," 3060,000",2014-06-10,,1A,Público,0,68,68575,2014,2009-01-01,2014-12-31,N
138,7HW,7HW,CABARALEZ,Puerto Wilches,Santander,A,7.3283,-73.7965,RICARDO FIGUEREDO M.,RICARDO FOGUEREDO M.,811,0,3500,324," 3060,000",2014-06-10,,1A,Privado,0,68,68575,2015,2015-01-01,2015-12-31,N
139,7HW,7HW,CABARALEZ,Puerto Wilches,Santander,A,7.3283,-73.7965,RICARDO FIGUEREDO M.,RICARDO FOGUEREDO M.,1002,0,3500,324," 3060,000",2014-06-10,,1A,Aerocivil,0,68,68575,2016,2016-01-01,2100-12-31,S
140,7HX,7HX,PIVIJAY,La Primavera,Vichada,A,5.1288,-69.9716,FERNANDO CUSTAS PATACON,FERNANDO CUSTAS P.,19,7,3500,426," 3063,000",2014-06-10,,1A,Público,8,99,99524,2014,2009-01-01,2014-12-31,N
141,7HX,7HX,PIVIJAY,La Primavera,Vichada,A,5.1288,-69.9716,FERNANDO CUSTAS PATACON,FERNANDO CUSTAS P.,16,3,3500,426," 3063,000",2014-06-10,,1A,Público,8,99,99524,2015,2015-01-01,2015-12-31,N
142,7HX,7HX,PIVIJAY,La Primavera,Vichada,A,5.1288,-69.9716,FERNANDO CUSTAS PATACON,FERNANDO CUSTAS P.,8,0,3500,426," 3063,000",2014-06-10,,1A,Privado,8,99,99524,2016,2016-01-01,2100-12-31,S
143,7HY,7HY,HOTEL DEL CAMPO - CA,Quimbaya,Quindío,A,4.6123,-75.8132,JUAN B. URIBE S.,LUIS BERRENECHE RIVERA,168,6,500,3828," 2492,000",2014-05-12,2017-07-09,1A,Público,0,63,63594,2014,2009-01-01,2014-12-31,N
144,7HY,7HY,HOTEL DEL CAMPO - CA,Quimbaya,Quindío,A,4.6123,-75.8132,JUAN B. URIBE S.,LUIS BERRENECHE RIVERA,119,6,500,3828," 2492,000",2014-05-12,2017-07-09,1A,Fumigación,0,63,63594,2015,2015-01-01,2015-12-31,N
145,7HY,7HY,HOTEL DEL CAMPO - CA,Quimbaya,Quindío,A,4.6123,-75.8132,JUAN B. URIBE S.,LUIS BERRENECHE RIVERA,60,5,500,3828," 2492,000",2014-05-12,2017-07-09,1A,Fumigación,0,63,63594,2016,2016-01-01,2100-12-31,S
146,7HZ,7HZ,MAXIMENA,Maní,Casanare,A,4.4723,-72.1094,PALMERAS MAXIMENA S.A.S,PALMERAS MAXIMENA,1696,11,5000,426," 4213,000",2014-08-06,,1A,Aerocivil,0,85,85139,2014,2009-01-01,2014-12-31,N
147,7HZ,7HZ,MAXIMENA,Maní,Casanare,A,4.4723,-72.1094,PALMERAS MAXIMENA S.A.S,PALMERAS MAXIMENA,2193,1,5000,426," 4213,000",2014-08-06,,1A,Aerocivil,0,85,85139,2015,2015-01-01,2015-12-31,N
148,7HZ,7HZ,MAXIMENA,Maní,Casanare,A,4.4723,-72.1094,PALMERAS MAXIMENA S.A.S,PALMERAS MAXIMENA,2753,1,5000,426," 4213,000",2014-08-06,,1A,Fumigación,0,85,85139,2016,2016-01-01,2100-12-31,S
149,7IA,7IA,MURIBA,Maní,Casanare,A,4.5809,-72.2551,VITIS OLEI S.A.S.,VITIS OLEI S.A.S.,726,30,5000,432," 4214,000",2014-08-06,,1A,Fumigación,0,85,85139,2014,2009-01-01,2014-12-31,N
150,7IA,7IA,MURIBA,Maní,Casanare,A,4.5809,-72.2551,VITIS OLEI S.A.S.,VITIS OLEI S.A.S.,704,51,5000,432," 4214,000",2014-08-06,,1A,Aerocivil,0,85,85139,2015,2015-01-01,2015-12-31,N
151,7IA,7IA,MURIBA,Maní,Casanare,A,4.5809,-72.2551,VITIS OLEI S.A.S.,VITIS OLEI S.A.S.,65,102,5000,432," 4214,000",2014-08-06,,1A,Privado,0,85,85139,2016,2016-01-01,2100-12-31,S
152,7IB,7IB,MAJAGUILLO,Orocué,Casanare,A,4.832,-71.6902,FELIPE GOMEZ H. y CIA.,FELIPE GOMEZ H. y CIA.,804,18,4800,499," 5386,000",2014-10-28,2017-11-05,1A,Aerocivil,0,85,85230,2014,2009-01-01,2014-12-31,N
153,7IB,7IB,MAJAGUILLO,Orocué,Casanare,A,4.832,-71.6902,FELIPE GOMEZ H. y CIA.,FELIPE GOMEZ H. y CIA.,593,11,4800,499," 5386,000",2014-10-28,2017-11-05,1A,Aerocivil,0,85,85230,2015,2015-01-01,2015-12-31,N
154,7IB,7IB,MAJAGUILLO,Orocué,Casanare,A,4.832,-71.6902,FELIPE GOMEZ H. y CIA.,FELIPE GOMEZ H. y CIA.,31,0,4800,499," 5386,000",2014-10-28,2017-11-05,1A,Público,0,85,85230,2016,2016-01-01,2100-12-31,S
155,7IC,7IC,VOLAR COLOMBIA,La Pintada,Antioquia,A,5.7735,-75.603,CRISTIAN CAMILO MONCADA A.,CRISTIAN C. MONCADA A.,32,4,500,2559,"   11,000",2015-01-05,,1A,Público,0,5,5390,2015,2009-01-01,2015-12-31,N
156,7IC,7IC,VOLAR COLOMBIA,La Pintada,Antioquia,A,5.7735,-75.603,CRISTIAN CAMILO MONCADA A.,CRISTIAN C. MONCADA A.,12,0,500,2559,"   11,000",2015-01-05,,1A,Público,0,5,5390,2016,2016-01-01,2100-12-31,S
157,7ID,7ID,LA MACOYA,Yopal,Casanare,A,5.2262,-72.1478,ELSON HERNANDO SIERRA,ELSON H. SIERRA QUICENO,717,11,3000,474,"    9,000",2015-01-05,,1A,Privado,0,85,85001,2015,2009-01-01,2015-12-31,N
158,7ID,7ID,LA MACOYA,Yopal,Casanare,A,5.2262,-72.1478,ELSON HERNANDO SIERRA,ELSON H. SIERRA QUICENO,1137,11,3000,474,"    9,000",2015-01-05,,1A,Público,0,85,85001,2016,2016-01-01,2100-12-31,S
159,7IE,7IE,LIMA,Fundación,Magdalena,A,10.3794,-74.1114,JORGE SOLANO RECIO,JORGE SOLANO RECIO,20,29,3500,395,"   10,000",2015-01-05,,1A,Aerocivil,0,47,47288,2015,2009-01-01,2015-12-31,N
160,7IE,7IE,LIMA,Fundación,Magdalena,A,10.3794,-74.1114,JORGE SOLANO RECIO,JORGE SOLANO RECIO,13,49,3500,395,"   10,000",2015-01-05,,1A,Público,0,47,47288,2016,2016-01-01,2100-12-31,S
161,7IF,7IF,LOS VENADOS,La Primavera,Vichada,A,5.0666,-69.9988,GUILLERMO FRANCO RESTREPO,GUILLERMO FRANCO R.,764,10,6500,475,"  515,000",2015-03-10,,2A,Público,0,99,99524,2015,2009-01-01,2015-12-31,N
162,7IF,7IF,LOS VENADOS,La Primavera,Vichada,A,5.0666,-69.9988,GUILLERMO FRANCO RESTREPO,GUILLERMO FRANCO R.,61,2,6500,475,"  515,000",2015-03-10,,2A,Privado,0,99,99524,2016,2016-01-01,2100-12-31,S
163,7IG,7IG,LA FORTUNA 1,San Martín,Meta,A,3.611,-72.3412,LUIS C. CASTRO M.,RAFAEL FDO. GAVIRIA A.,1289,31,4000,482,"  640,000",2015-03-20,,1A,Fumigación,0,50,50689,2015,2009-01-01,2015-12-31,N
164,7IG,7IG,LA FORTUNA 1,San Martín,Meta,A,3.611,-72.3412,LUIS C. CASTRO M.,RAFAEL FDO. GAVIRIA A.,1659,35,4000,482,"  640,000",2015-03-20,,1A,Fumigación,0,50,50689,2016,2016-01-01,2100-12-31,S
165,7IH,7IH,LOS KIOSCOS,Puerto Gaitán,Meta,A,3.4747,-72.2349,MARTHA I. PABON PADILLA,MARTHA I. PABON PADILLA,1361,21,5000,770,"  690,000",2015-03-31,,1A,Aerocivil,0,50,50568,2015,2009-01-01,2015-12-31,N
166,7IH,7IH,LOS KIOSCOS,Puerto Gaitán,Meta,A,3.4747,-72.2349,MARTHA I. PABON PADILLA,MARTHA I. PABON PADILLA,2028,25,5000,770,"  690,000",2015-03-31,,1A,Público,0,50,50568,2016,2016-01-01,2100-12-31,S
167,7II,7II,EL ENCANTO,El Encanto,Amazonas,A,-1.7525,-73.2058,GOBERNACION,GOBERNACION,54,34,5000,406,"  830,000",2015-04-15,,1A,Privado,0,91,91263,2015,2009-01-01,2015-12-31,N
168,7II,7II,EL ENCANTO,El Encanto,Amazonas,A,-1.7525,-73.2058,GOBERNACION,GOBERNACION,49,61,5000,406,"  830,000",2015-04-15,,1A,Público,0,91,91263,2016,2016-01-01,2100-12-31,S
169,7IJ,7IJ,LA LORENA,Paz de Ariporo,Casanare,A,5.6092,-70.421,BUSHIRO TAKEMOTO,BUSHIRO TAKEMOTO,1264,1,3000,347," 1443,000",2015-06-17,,1A,Privado,0,85,85250,2015,2009-01-01,2015-12-31,N
170,7IJ,7IJ,LA LORENA,Paz de Ariporo,Casanare,A,5.6092,-70.421,BUSHIRO TAKEMOTO,BUSHIRO TAKEMOTO,1899,0,3000,347," 1443,000",2015-06-17,,1A,Aerocivil,0,85,85250,2016,2016-01-01,2100-12-31,S
171,7NP,7NP,EL CAIRANO,Santa Catalina,Bolívar,A,10.7124,-75.2649,CARLOS E. GUERRERO,ENRIQUE MORALES NUÑEZ,0,20,400,30,"  998,000",2012-03-01,,UL,Privado,0,13,13673,2014,2009-01-01,2014-12-31,N
172,7NP,7NP,EL CAIRANO,Santa Catalina,Bolívar,A,10.7124,-75.2649,CARLOS E. GUERRERO,ENRIQUE MORALES NUÑEZ,0,36,400,30,"  998,000",2012-03-01,,UL,Aerocivil,0,13,13673,2015,2015-01-01,2015-12-31,N
173,7NP,7NP,EL CAIRANO,Santa Catalina,Bolívar,A,10.7124,-75.2649,CARLOS E. GUERRERO,ENRIQUE MORALES NUÑEZ,0,44,400,30,"  998,000",2012-03-01,,UL,Privado,0,13,13673,2016,2016-01-01,2100-12-31,S
174,7NQ,7NQ,EL PARAISO,La Primavera,Vichada,A,5.1826,-69.6303,RUBEN D. VELASQUEZ,RUBEN D. VELASQUEZ,291,26,3000,387," 5533,000",2014-11-11,2017-12-02,1A,Fumigación,2,99,99524,2014,2009-01-01,2014-12-31,N
175,7NQ,7NQ,EL PARAISO,La Primavera,Vichada,A,5.1826,-69.6303,RUBEN D. VELASQUEZ,RUBEN D. VELASQUEZ,11,43,3000,387," 5533,000",2014-11-11,2017-12-02,1A,Fumigación,2,99,99524,2015,2015-01-01,2015-12-31,N
176,7NQ,7NQ,EL PARAISO,La Primavera,Vichada,A,5.1826,-69.6303,RUBEN D. VELASQUEZ,RUBEN D. VELASQUEZ,6,58,3000,387," 5533,000",2014-11-11,2017-12-02,1A,Fumigación,2,99,99524,2016,2016-01-01,2100-12-31,S
177,7NR,7NR,NUEVA ROMA,Plato,Magdalena,A,9.968,-74.3303,JORGE SOLANO RECIO,JORGE SOLANO RECIO,608,14,3000,462," 4503,000",2012-08-16,,1A,Fumigación,2,47,47555,2014,2009-01-01,2014-12-31,N
178,7NR,7NR,NUEVA ROMA,Plato,Magdalena,A,9.968,-74.3303,JORGE SOLANO RECIO,JORGE SOLANO RECIO,620,20,3000,462," 4503,000",2012-08-16,,1A,Aerocivil,4,47,47555,2015,2015-01-01,2015-12-31,N
179,7NR,7NR,NUEVA ROMA,Plato,Magdalena,A,9.968,-74.3303,JORGE SOLANO RECIO,JORGE SOLANO RECIO,711,20,3000,462," 4503,000",2012-08-16,,1A,Privado,8,47,47555,2016,2016-01-01,2100-12-31,S
180,7NS,7NS,JAGUAR,Puerto Gaitán,Meta,A,4.2161,-72.0275,CEPCOLSA,CEPCOLSA,1071,38,,650," 4940,000",2012-09-06,2015-10-10,2B,Público,1558,50,50568,2014,2009-01-01,2014-12-31,N
181,7NS,7NS,JAGUAR,Puerto Gaitán,Meta,A,4.2161,-72.0275,CEPCOLSA,CEPCOLSA,923,50,,650," 4940,000",2012-09-06,2015-10-10,2B,Aerocivil,2589,50,50568,2015,2015-01-01,2015-12-31,N
182,7NS,7NS,JAGUAR,Puerto Gaitán,Meta,A,4.2161,-72.0275,CEPCOLSA,CEPCOLSA,829,97,,650," 4940,000",2012-09-06,2015-10-10,2B,Privado,4383,50,50568,2016,2016-01-01,2100-12-31,S
183,7NT,7NT,OCELOTE,Puerto Gaitán,Meta,A,4.2751,-71.6123,HOCOL S.A.,HOCOL S.A.,2003,29,,690," 5922,000",2012-10-19,,2B,Público,223,50,50568,2014,2009-01-01,2014-12-31,N
184,7NT,7NT,OCELOTE,Puerto Gaitán,Meta,A,4.2751,-71.6123,HOCOL S.A.,HOCOL S.A.,2797,30,,690," 5922,000",2012-10-19,,2B,Fumigación,185,50,50568,2015,2015-01-01,2015-12-31,N
185,7NT,7NT,OCELOTE,Puerto Gaitán,Meta,A,4.2751,-71.6123,HOCOL S.A.,HOCOL S.A.,3204,56,,690," 5922,000",2012-10-19,,2B,Privado,66,50,50568,2016,2016-01-01,2100-12-31,S
186,9AA,9AA,BONAIRE  - CA,Ayapel,Córdoba,A,8.2851,-75.0505,INDUSTRIAS DIPSA S.A.S.,INDUSTRIAS DIPSA S.A.S.,505,17,500,100,"    8,000",2015-01-05,,UL,Fumigación,0,23,23068,2015,2009-01-01,2015-12-31,N
187,9AA,9AA,BONAIRE  - CA,Ayapel,Córdoba,A,8.2851,-75.0505,INDUSTRIAS DIPSA S.A.S.,INDUSTRIAS DIPSA S.A.S.,538,24,500,100,"    8,000",2015-01-05,,UL,Privado,0,23,23068,2016,2016-01-01,2100-12-31,S
188,9AB,9AB,GETSEMANI,Hato Corozal,Casanare,A,6.1506,-70.0294,MUNICIPIO,MUNICIPIO,344,6,2000,304," 2220,000",2004-06-10,,1A,Fumigación,130,85,85125,2014,2009-01-01,2014-12-31,N
189,9AB,9AB,GETSEMANI,Hato Corozal,Casanare,A,6.1506,-70.0294,MUNICIPIO,MUNICIPIO,102,3,2000,304," 2220,000",2004-06-10,,1A,Aerocivil,237,85,85125,2015,2015-01-01,2015-12-31,N
190,9AB,9AB,GETSEMANI,Hato Corozal,Casanare,A,6.1506,-70.0294,MUNICIPIO,MUNICIPIO,63,1,2000,304," 2220,000",2004-06-10,,1A,Fumigación,368,85,85125,2016,2016-01-01,2100-12-31,S
191,9AC,9AC,MARIA ALEJANDRA,Nunchía,Casanare,A,5.0054,-72.3959,CIRO GUILLERMO VEGA N.,SAMBA LTDA.,954,6,2000,734," 2493,000",2014-05-12,,1A,Privado,3,85,85225,2014,2009-01-01,2014-12-31,N
192,9AC,9AC,MARIA ALEJANDRA,Nunchía,Casanare,A,5.0054,-72.3959,CIRO GUILLERMO VEGA N.,SAMBA LTDA.,1459,6,2000,734," 2493,000",2014-05-12,,1A,Fumigación,3,85,85225,2015,2015-01-01,2015-12-31,N
193,9AC,9AC,MARIA ALEJANDRA,Nunchía,Casanare,A,5.0054,-72.3959,CIRO GUILLERMO VEGA N.,SAMBA LTDA.,2175,5,2000,734," 2493,000",2014-05-12,,1A,Aerocivil,3,85,85225,2016,2016-01-01,2100-12-31,S
194,9AD,9AD,URACA - CA.,Puerto Colombia,Atlántico,A,11.0062,-74.9224,NORA CARVAJALINO,ALAS DEL CARIBE,322,10,800,204," 5624,000",2013-10-11,2016-11-12,UL,Aerocivil,0,8,8573,2014,2009-01-01,2014-12-31,N
195,9AD,9AD,URACA - CA.,Puerto Colombia,Atlántico,A,11.0062,-74.9224,NORA CARVAJALINO,ALAS DEL CARIBE,398,16,800,204," 5624,000",2013-10-11,2016-11-12,UL,Privado,0,8,8573,2015,2015-01-01,2015-12-31,N
196,9AD,9AD,URACA - CA.,Puerto Colombia,Atlántico,A,11.0062,-74.9224,NORA CARVAJALINO,ALAS DEL CARIBE,542,19,800,204," 5624,000",2013-10-11,2016-11-12,UL,Fumigación,0,8,8573,2016,2016-01-01,2100-12-31,S
197,9AH,9AH,SAN ROQUE  - CA.,San Pedro,Valle del Cauca,A,4.0039,-76.2209,IRMA HERNANDEZ DE M.,JAKOB OLIVIER,416,5,400,3366," 5622,000",2013-10-11,,UL,Privado,0,76,76670,2014,2009-01-01,2014-12-31,N
198,9AH,9AH,SAN ROQUE  - CA.,San Pedro,Valle del Cauca,A,4.0039,-76.2209,IRMA HERNANDEZ DE M.,JAKOB OLIVIER,693,3,400,3366," 5622,000",2013-10-11,,UL,Privado,0,76,76670,2015,2015-01-01,2015-12-31,N
199,9AH,9AH,SAN ROQUE  - CA.,San Pedro,Valle del Cauca,A,4.0039,-76.2209,IRMA HERNANDEZ DE M.,JAKOB OLIVIER,862,1,400,3366," 5622,000",2013-10-11,,UL,Aerocivil,0,76,76670,2016,2016-01-01,2100-12-31,S
200,9AI,9AI,CAÑO GARZA,Paz de Ariporo,Casanare,A,5.5917,-71.5894,PERENCO COLOMBIA LIMITED,PERENCO COLOMBIA LIMITED,508,27,12202,530,"  933,000",2015-04-24,,1A,Público,4578,85,85250,2015,2009-01-01,2015-12-31,N
201,9AI,9AI,CAÑO GARZA,Paz de Ariporo,Casanare,A,5.5917,-71.5894,PERENCO COLOMBIA LIMITED,PERENCO COLOMBIA LIMITED,0,32,12202,530,"  933,000",2015-04-24,,1A,Público,4578,85,85250,2016,2016-01-01,2100-12-31,S
202,9AJ,9AJ,SAN LUIS DE PACA,Mitú,Vaupés,A,0.8744,-70.3464,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,706,13,1650,590," 3423,000",1997-09-16,,1A,Público,36,97,97001,2014,2009-01-01,2014-12-31,N
203,9AJ,9AJ,SAN LUIS DE PACA,Mitú,Vaupés,A,0.8744,-70.3464,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,1392,19,1650,590," 3423,000",1997-09-16,,1A,Aerocivil,13,97,97001,2015,2015-01-01,2015-12-31,N
204,9AJ,9AJ,SAN LUIS DE PACA,Mitú,Vaupés,A,0.8744,-70.3464,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,1855,23,1650,590," 3423,000",1997-09-16,,1A,Privado,10,97,97001,2016,2016-01-01,2100-12-31,S
